Measured force F_X / N,Measured force F_Y / N,Measured force in axial direction F_Z / N,Measured moment/torque M_A / Nm,Measured moment/torque M_B / Nm,Measured moment/torque M_C / Nm,Actual TCP position X / mm,Actual TCP position Y / mm,Actual TCP position Z / mm,Actual TCP orientation A / °,Actual TCP orientation B / °,Actual TCP orientation C / °,Setpoint feed velocity Soll_v_f / mm/min,Actual feed velocity v_f / mm/min,Setpoint spindle speed Soll_n_sp / rpm,Actual spindle speed n_sp / rpm,Measured spindle torque M_sp / Nm,Measured spindle current I_sp / A,Setpoint force in axial direction Soll_F_Z / N,Measured current axis 1 I_a1 / A,Measured current axis 2 I_a2 / A,Measured current axis 3 I_a3 / A,Measured current axis 4 I_a4 / A,Measured current axis 5 I_a5 / A,Measured current axis 6 I_a6 / A,Measured moment/torque axis1 M_a1 / Nm,Measured moment/torque axis2 M_a2 / Nm,Measured moment/torque axis3 M_a3 / Nm,Measured moment/torque axis4 M_a4 / Nm,Measured moment/torque axis5 M_a5 / Nm,Measured moment/torque axis6 M_a6 / Nm
343.0,-1035.0,6635.0,6.679,19.925,-6.083,619.941,2298.817,-144.496,-90.01,0.0,3.0,1500,114.454,0,3199.138,-82262.2,11.476,0,-2.191,14.352,1.529,2.568,-4.269,3.872,1243.403,8116.211,722.434,-318.775,-585.961,298.996
282.0,-995.0,6571.0,-7.36,-15.155,-5.755,620.034,2298.815,-144.499,-90.01,0.0,3.0,1500,54.13,0,3200.245,-80828.12,11.276,0,-1.938,15.424,1.303,2.607,-4.06,3.873,1099.947,8722.449,615.688,-323.688,-557.357,299.107
265.0,-875.0,6447.0,-23.075,-8.703,-5.045,620.107,2298.81,-144.506,-90.01,0.0,3.0,1500,18.744,0,3198.833,-82581.22,11.521,0,-1.814,14.231,1.658,2.622,-3.883,3.886,1029.91,8047.953,783.411,-325.464,-533.008,300.064
298.0,-855.0,6469.0,15.467,15.427,-5.44,620.159,2298.807,-144.514,-90.01,0.0,3.0,1500,3.561,0,3199.94,-82945.82,11.572,0,-1.76,14.746,1.665,2.608,-3.638,3.916,998.783,8338.853,786.65,-323.806,-499.429,302.384
234.0,-808.0,6436.0,4.222,-13.596,-5.188,620.19,2298.8,-144.525,-90.01,0.0,3.0,1500,0.063,0,3199.654,-80736.97,11.263,0,-1.79,15.431,1.719,2.628,-3.731,3.919,1015.869,8726.157,812.421,-326.293,-512.193,302.605
226.0,-681.0,6364.0,-7.264,-3.34,-5.151,620.203,2298.793,-144.54,-90.01,0.0,3.0,1500,0.0,0,3200.664,-82362.46,11.49,0,-1.705,14.891,1.834,2.624,-3.895,3.909,967.655,8421.101,866.639,-325.76,-534.709,301.868
233.0,-668.0,6388.0,20.492,10.31,-4.625,620.206,2298.788,-144.555,-90.01,0.0,3.0,1500,0.0,0,3200.073,-80138.42,11.18,0,-1.811,15.086,1.549,2.597,-3.976,3.878,1027.88,8531.325,731.728,-322.445,-545.837,299.475
189.0,-618.0,6338.0,10.467,-13.722,-4.243,620.208,2298.782,-144.565,-90.01,0.0,3.0,1500,0.0,0,3201.294,-79208.7,11.05,0,-1.964,15.632,1.879,2.616,-4.101,3.866,1115.003,8840.259,887.763,-324.754,-562.921,298.517
196.0,-543.0,6308.0,10.395,1.36,-5.105,620.213,2298.782,-144.563,-90.01,0.0,3.0,1500,0.0,0,3201.58,-76015.44,10.605,0,-1.692,14.923,2.01,2.629,-4.066,3.872,960.212,8439.303,949.585,-326.352,-558.143,298.996
199.0,-531.0,6294.0,19.16,4.688,-4.428,620.216,2298.781,-144.571,-90.01,0.0,3.0,1500,0.0,0,3202.133,-73548.33,10.261,0,-1.87,16.094,1.746,2.611,-3.843,3.851,1061.376,9101.327,825.095,-324.162,-527.509,297.339
168.0,-496.0,6276.0,7.982,-13.915,-3.138,620.214,2298.783,-144.578,-90.01,0.0,3.0,1500,0.0,0,3202.229,-72964.98,10.179,0,-1.767,15.135,1.852,2.642,-3.817,3.836,1003.181,8558.798,875.088,-328.009,-523.975,296.198
180.0,-462.0,6272.0,13.639,2.437,-4.441,620.215,2298.781,-144.578,-90.01,0.0,3.0,1500,0.0,0,3200.626,-71105.53,9.92,0,-1.837,15.622,1.94,2.635,-3.773,3.826,1042.936,8834.36,916.491,-327.062,-517.953,295.424
178.0,-459.0,6248.0,19.327,5.0,-4.693,620.216,2298.783,-144.578,-90.01,0.0,3.0,1500,0.0,0,3200.722,-73530.1,10.258,0,-1.756,15.716,1.911,2.642,-3.658,3.822,996.583,8887.787,902.972,-328.009,-502.112,295.13
150.0,-427.0,6217.0,8.042,-11.228,-3.931,620.217,2298.782,-144.578,-90.01,0.0,3.0,1500,0.046,0,3199.272,-72096.02,10.058,0,-1.809,15.736,1.851,2.665,-3.62,3.805,1026.865,8899.08,874.666,-330.792,-496.941,293.841
161.0,-410.0,6222.0,14.171,2.812,-4.471,620.218,2298.783,-144.579,-90.01,0.0,3.0,1500,0.366,0,3199.215,-73666.83,10.277,0,-1.757,15.768,1.912,2.648,-3.555,3.804,997.598,8916.776,903.253,-328.72,-488.039,293.767
163.0,-420.0,6277.0,19.253,1.645,-4.443,620.214,2298.782,-144.597,-90.01,0.0,3.0,1500,1.234,0,3199.062,-75289.28,10.503,0,-1.777,17.745,2.001,2.652,-3.558,3.802,1008.425,10034.7,945.36,-329.193,-488.432,293.583
149.0,-401.0,6298.0,9.301,-8.222,-4.185,620.211,2298.781,-144.613,-90.01,0.0,3.0,1500,2.924,0,3198.795,-73599.98,10.268,0,-1.765,14.281,2.974,2.666,-3.799,3.777,1001.997,8075.93,1405.155,-330.969,-521.422,291.668
156.0,-390.0,6306.0,12.79,-2.402,-4.397,620.216,2298.783,-144.614,-90.01,0.0,3.0,1500,5.712,0,3199.367,-74718.08,10.424,0,-1.772,15.75,3.464,2.658,-3.893,3.778,1005.888,8906.832,1636.671,-329.963,-534.448,291.742
155.0,-392.0,6300.0,15.623,-0.834,-4.034,620.219,2298.783,-144.622,-90.01,0.0,3.0,1500,9.87,0,3199.825,-73539.22,10.259,0,-1.881,16.83,3.655,2.671,-3.95,3.76,1067.466,9517.79,1727.222,-331.62,-542.237,290.38
145.0,-376.0,6326.0,11.538,-6.575,-3.718,620.219,2298.784,-144.639,-90.01,0.0,3.0,1500,15.673,0,3200.664,-72257.05,10.08,0,-1.828,16.543,3.805,2.71,-4.017,3.775,1037.692,9354.98,1798.057,-336.415,-551.466,291.484
154.0,-383.0,6414.0,15.646,0.003,-4.509,620.218,2298.782,-144.658,-90.01,0.0,3.0,1500,23.395,0,3199.902,-73071.31,10.194,0,-2.191,16.663,3.685,2.737,-3.992,3.795,1243.572,9422.902,1741.445,-339.79,-547.997,293.031
150.0,-385.0,6479.0,11.72,-5.338,-3.964,620.216,2298.779,-144.678,-90.01,0.0,3.0,1500,33.311,0,3200.455,-70561.67,9.844,0,-2.146,17.107,3.048,2.822,-3.948,3.827,1218.366,9674.195,1440.361,-350.327,-541.975,295.498
144.0,-369.0,6505.0,9.551,-4.285,-3.48,620.215,2298.773,-144.7,-90.01,0.0,3.0,1500,45.567,0,3200.13,-71287.83,9.945,0,-2.28,17.329,1.737,2.92,-3.647,3.893,1293.985,9799.926,820.871,-362.521,-500.672,300.616
157.0,-388.0,6534.0,19.718,1.958,-4.365,620.223,2298.769,-144.723,-90.01,0.0,3.0,1500,60.018,0,3200.493,-71725.34,10.006,0,-2.434,17.651,0.171,3.051,-3.061,4.024,1381.785,9981.612,80.975,-378.8,-420.227,310.742
152.0,-405.0,6616.0,6.831,-7.997,-4.075,620.252,2298.769,-144.743,-90.01,0.0,3.0,1500,76.656,0,3199.291,-71214.91,9.935,0,-2.606,17.854,0.504,3.215,-2.102,4.19,1479.058,10096.72,238.136,-399.164,-288.53,323.556
161.0,-430.0,6717.0,-0.958,-6.143,-3.672,620.294,2298.769,-144.76,-90.01,0.0,3.0,1500,95.482,0,3198.662,-73445.03,10.246,0,-2.799,17.845,0.687,3.336,-1.188,4.337,1589.019,10091.67,324.743,-414.141,-163.051,334.898
181.0,-488.0,6772.0,10.688,-1.959,-4.755,620.338,2298.771,-144.774,-90.01,0.0,3.0,1500,116.496,0,3199.978,-71707.12,10.004,0,-2.826,18.375,0.249,3.378,-0.56,4.494,1604.075,10391.0,117.448,-419.409,-76.911,347.049
170.0,-497.0,6787.0,1.967,-10.277,-3.801,620.378,2298.768,-144.789,-90.01,0.0,2.99,1500,139.652,0,3199.272,-72460.62,10.109,0,-2.892,18.494,-0.221,3.301,-0.028,4.711,1641.461,10458.75,-104.633,-409.819,-3.796,363.766
175.0,-507.0,6830.0,3.259,-4.922,-4.277,620.416,2298.768,-144.804,-90.02,0.0,2.99,1500,164.721,0,3200.378,-72293.51,10.086,0,-2.775,18.562,-0.426,3.15,0.422,4.748,1574.977,10497.18,-201.239,-390.995,57.863,366.638
180.0,-547.0,6929.0,7.108,-2.62,-4.169,620.446,2298.763,-144.822,-90.02,0.0,2.98,1500,191.43,0,3200.34,-69832.48,9.742,0,-2.898,18.456,-1.15,3.111,0.553,4.666,1645.014,10436.84,-543.445,-386.141,75.929,360.342
170.0,-544.0,6960.0,-0.353,-8.639,-3.617,620.471,2298.76,-144.834,-90.02,0.0,2.97,1500,219.504,0,3200.569,-71151.1,9.926,0,-3.136,19.304,-1.025,3.008,0.229,4.634,1780.012,10916.84,-484.157,-373.354,31.484,357.801
173.0,-543.0,6972.0,4.06,-1.028,-4.251,620.492,2298.756,-144.842,-90.02,0.0,2.96,1500,248.67,0,3200.359,-69024.29,9.629,0,-3.238,19.887,-1.25,2.823,0.061,4.594,1838.037,11246.17,-590.762,-350.504,8.378,354.708
171.0,-560.0,7001.0,6.972,-6.031,-3.802,620.517,2298.749,-144.855,-90.02,0.0,2.94,1500,278.652,0,3200.168,-70434.06,9.826,0,-3.226,19.958,-1.59,2.576,0.105,4.67,1830.932,11286.62,-751.162,-319.781,14.466,360.636
169.0,-569.0,7058.0,2.744,-7.772,-3.56,620.551,2298.744,-144.869,-90.02,0.0,2.93,1500,309.177,0,3199.31,-70008.7,9.767,0,-3.099,19.238,-1.592,2.436,0.386,4.697,1758.866,10879.42,-752.148,-302.377,53.019,362.698
175.0,-590.0,7112.0,5.067,-0.609,-4.537,620.587,2298.728,-144.878,-90.02,0.0,2.91,1500,339.97,0,3199.406,-69680.56,9.721,0,-2.992,20.053,-1.84,2.493,0.215,4.772,1698.472,11340.21,-869.314,-309.422,29.455,368.516
155.0,-613.0,7156.0,0.236,-6.276,-4.015,620.628,2298.716,-144.884,-90.02,0.0,2.89,1500,370.758,0,3199.52,-71154.14,9.927,0,-3.098,20.182,-2.287,2.587,0.211,4.906,1758.697,11413.02,-1080.693,-321.202,28.997,378.827
146.0,-620.0,7148.0,0.165,-3.354,-4.203,620.673,2298.704,-144.891,-90.02,0.0,2.86,1500,401.394,0,3199.616,-69091.13,9.639,0,-3.48,19.941,-2.313,2.697,0.186,4.985,1975.404,11276.84,-1092.804,-334.817,25.528,384.939
154.0,-654.0,7195.0,6.353,2.224,-4.67,620.724,2298.696,-144.894,-90.02,0.0,2.84,1500,432.022,0,3199.844,-71582.55,9.986,0,-3.628,20.883,-2.526,2.505,0.324,4.983,2059.482,11809.6,-1193.635,-310.961,44.51,384.792
140.0,-677.0,7259.0,-5.481,-8.852,-4.544,620.776,2298.684,-144.901,-90.02,0.0,2.81,1500,462.651,0,3199.94,-69401.04,9.682,0,-3.26,20.068,-2.73,2.25,0.104,4.885,1850.725,11348.81,-1289.96,-279.35,14.269,377.206
145.0,-683.0,7273.0,-5.852,-3.086,-4.13,620.834,2298.673,-144.9,-90.02,0.0,2.77,1500,493.276,0,3199.616,-70971.84,9.901,0,-3.329,21.018,-2.68,1.965,-0.058,4.641,1889.635,11885.61,-1266.301,-243.891,-7.986,358.39
149.0,-725.0,7288.0,6.301,0.589,-4.825,620.894,2298.665,-144.899,-90.02,0.0,2.74,1500,523.887,0,3199.749,-71849.91,10.024,0,-3.488,20.854,-3.018,2.192,-0.273,4.374,1979.633,11793.25,-1425.997,-272.068,-37.506,337.77
127.0,-744.0,7333.0,-6.279,-7.037,-4.008,620.965,2298.646,-144.9,-90.02,0.0,2.7,1500,554.476,0,3199.921,-68838.95,9.604,0,-3.475,20.767,-3.165,2.438,-0.305,4.131,1972.359,11744.03,-1495.283,-302.614,-41.892,319.027
135.0,-764.0,7342.0,-7.22,1.695,-3.949,621.043,2298.638,-144.897,-90.02,0.0,2.66,1500,585.037,0,3200.245,-70452.3,9.829,0,-3.482,21.239,-3.121,2.137,-0.424,4.209,1976.419,12010.67,-1474.582,-265.261,-58.256,325.029
136.0,-826.0,7394.0,-0.521,-2.828,-4.669,621.123,2298.641,-144.895,-90.02,0.0,2.62,1500,615.583,0,3200.264,-68860.22,9.607,0,-3.66,21.202,-3.349,1.677,-0.509,4.424,2077.752,11990.1,-1582.594,-208.195,-69.841,341.599
128.0,-839.0,7424.0,-17.556,-6.328,-4.549,621.211,2298.637,-144.89,-90.03,0.0,2.57,1500,646.134,0,3200.207,-69063.79,9.635,0,-3.437,21.104,-3.363,1.713,-0.816,4.494,1950.705,11934.32,-1588.932,-212.635,-111.995,347.049
147.0,-869.0,7401.0,-11.776,3.819,-4.527,621.307,2298.634,-144.885,-90.03,0.0,2.52,1500,676.705,0,3199.444,-70506.98,9.836,0,-3.395,20.735,-3.579,1.803,-0.758,4.488,1927.359,11726.0,-1691.171,-223.882,-104.075,346.534
145.0,-944.0,7454.0,-3.881,-5.753,-4.23,621.408,2298.635,-144.879,-90.03,0.0,2.47,1500,707.316,0,3199.711,-68213.06,9.516,0,-3.343,20.909,-3.928,1.605,-0.967,4.265,1897.416,11824.43,-1855.936,-199.197,-132.679,329.338
146.0,-948.0,7471.0,-22.991,-5.334,-4.589,621.513,2298.644,-144.872,-90.03,0.0,2.42,1500,737.984,0,3199.825,-70348.99,9.814,0,-3.503,21.451,-3.925,1.684,-1.123,4.119,1988.43,12131.0,-1854.669,-209.024,-154.214,318.07
173.0,-999.0,7476.0,-14.599,1.397,-5.115,621.624,2298.651,-144.866,-90.03,0.0,2.36,1500,768.727,0,3199.806,-70157.58,9.788,0,-3.547,20.809,-4.056,1.832,-1.512,4.213,2013.129,11767.63,-1916.491,-227.434,-207.495,325.324
166.0,-1056.0,7500.0,-14.893,-12.029,-3.564,621.741,2298.666,-144.856,-90.03,0.0,2.3,1500,799.562,0,3199.825,-69036.45,9.631,0,-3.513,21.431,-4.181,1.513,-1.414,4.409,1993.844,12119.37,-1975.638,-187.831,-194.142,340.458
185.0,-1071.0,7492.0,-22.914,-1.141,-4.833,621.862,2298.685,-144.848,-90.03,0.0,2.24,1500,830.509,0,3199.482,-71035.65,9.91,0,-3.171,21.348,-4.302,1.647,-1.944,4.387,1799.974,12072.52,-2032.531,-204.466,-266.864,338.727
207.0,-1129.0,7510.0,-17.962,-2.087,-5.756,621.992,2298.71,-144.839,-90.03,0.0,2.18,1500,861.584,0,3199.978,-70181.88,9.791,0,-3.459,21.027,-4.512,1.626,-1.882,4.0,1963.562,11890.83,-2131.954,-201.861,-258.289,308.864
202.0,-1176.0,7541.0,-28.868,-16.357,-3.925,622.126,2298.744,-144.83,-90.03,0.0,2.11,1500,892.805,0,3199.177,-71187.56,9.931,0,-3.268,21.273,-4.746,1.549,-2.055,3.909,1854.785,12029.88,-2242.361,-192.271,-282.05,301.831
243.0,-1204.0,7515.0,-22.358,1.922,-4.363,622.267,2298.779,-144.817,-90.04,0.0,2.04,1500,924.197,0,3199.997,-71120.72,9.922,0,-3.122,21.66,-4.906,1.812,-2.253,4.052,1771.892,12248.98,-2318.266,-224.948,-309.279,312.878
263.0,-1262.0,7533.0,-17.419,-9.366,-5.785,622.409,2298.822,-144.808,-90.04,0.0,1.97,1500,955.819,0,3200.111,-70139.35,9.785,0,-2.979,21.202,-5.258,1.64,-2.6,4.172,1691.198,11989.93,-2484.439,-203.637,-356.931,322.194
272.0,-1271.0,7557.0,-39.36,-20.892,-4.832,622.554,2298.877,-144.796,-90.04,0.0,1.9,1500,987.744,0,3199.634,-72041.33,10.05,0,-2.95,21.606,-5.178,1.947,-2.898,4.017,1674.28,12218.31,-2446.839,-241.76,-397.841,310.227
328.0,-1309.0,7527.0,-20.258,-1.905,-3.805,622.704,2298.94,-144.786,-90.04,0.0,1.82,1500,1020.04,0,3200.207,-69808.17,9.739,0,-2.855,20.93,-5.289,1.781,-2.788,4.02,1620.823,11836.06,-2498.945,-221.041,-382.655,310.448
344.0,-1367.0,7508.0,-17.733,-16.985,-4.643,622.86,2299.01,-144.772,-90.04,0.0,1.74,1500,1052.758,0,3199.997,-70911.08,9.893,0,-2.69,21.417,-5.266,2.291,-2.987,4.278,1527.102,12111.62,-2488.242,-284.441,-410.081,330.369
371.0,-1342.0,7499.0,-36.093,-18.525,-6.082,623.016,2299.095,-144.76,-90.04,0.0,1.66,1500,1085.962,0,3199.616,-70364.18,9.816,0,-2.501,21.155,-5.616,2.101,-3.218,4.288,1419.848,11963.3,-2653.852,-260.762,-441.697,331.142
422.0,-1371.0,7461.0,-29.054,-8.291,-4.249,623.175,2299.191,-144.748,-90.05,0.0,1.57,1500,1119.727,0,3199.482,-70807.77,9.878,0,-2.588,21.146,-5.583,2.343,-3.357,3.974,1469.246,11958.25,-2637.939,-290.834,-460.81,306.876
439.0,-1418.0,7412.0,-21.051,-24.294,-3.492,623.332,2299.297,-144.738,-90.05,0.0,1.49,1500,1154.138,0,3200.188,-72408.96,10.102,0,-2.291,20.933,-6.259,2.493,-3.325,3.751,1300.414,11837.91,-2957.472,-309.54,-456.424,289.643
498.0,-1401.0,7388.0,-29.058,-13.548,-5.851,623.496,2299.41,-144.724,-90.05,0.0,1.4,1500,1189.285,0,3199.272,-70780.43,9.874,0,-1.999,21.116,-5.94,2.894,-3.544,3.885,1134.965,11941.06,-2806.929,-359.265,-486.534,300.027
538.0,-1409.0,7330.0,-33.169,-22.774,-5.013,623.652,2299.542,-144.715,-90.05,0.0,1.3,1500,1225.246,0,3199.673,-73274.88,10.222,0,-2.009,20.455,-6.59,2.889,-3.478,3.813,1140.547,11567.74,-3114.069,-358.673,-477.436,294.467
569.0,-1425.0,7238.0,-32.865,-30.997,-3.318,623.811,2299.686,-144.701,-90.05,0.0,1.21,1500,1260.828,0,3200.283,-70224.42,9.797,0,-1.698,21.134,-6.412,3.305,-3.49,3.577,963.934,11951.68,-3029.715,-410.234,-479.007,276.24
657.0,-1432.0,7232.0,-19.61,-11.537,-4.448,623.965,2299.842,-144.691,-90.05,0.0,1.11,1500,1294.133,0,3200.283,-70178.84,9.791,0,-1.676,21.305,-6.426,3.448,-3.649,3.764,951.584,12048.25,-3036.193,-428.052,-500.934,290.637
705.0,-1446.0,7222.0,-22.467,-29.311,-5.61,624.115,2300.006,-144.683,-90.05,-0.01,1.01,1500,1325.122,0,3200.722,-72491.0,10.113,0,-1.33,20.906,-6.433,4.023,-3.562,3.975,754.67,11822.74,-3039.573,-499.384,-488.89,306.95
736.0,-1406.0,7144.0,-46.489,-34.894,-4.99,624.254,2300.187,-144.672,-90.06,-0.01,0.9,1500,1353.777,0,3199.348,-70531.29,9.84,0,-0.854,20.549,-6.546,4.266,-3.845,3.734,484.843,11620.83,-3093.227,-529.574,-527.837,288.318
830.0,-1404.0,7085.0,-13.658,-22.663,-3.984,624.387,2300.385,-144.658,-90.06,-0.01,0.79,1500,1380.076,0,3199.253,-73584.79,10.266,0,-0.747,20.492,-6.598,4.373,-3.618,3.548,423.941,11588.13,-3117.731,-542.835,-496.68,273.957
899.0,-1411.0,7009.0,-7.289,-27.889,-4.928,624.51,2300.59,-144.643,-90.06,-0.01,0.68,1500,1403.971,0,3199.444,-73250.58,10.219,0,-0.344,20.631,-6.062,5.269,-3.769,3.814,195.054,11666.84,-2864.386,-654.065,-517.364,294.504
950.0,-1323.0,7020.0,-39.353,-39.081,-6.239,624.616,2300.804,-144.632,-90.06,-0.01,0.57,1500,1425.399,0,3200.035,-71919.8,10.033,0,-0.005,20.321,-5.818,5.405,-3.888,3.662,2.707,11491.9,-2749.191,-670.936,-533.662,282.794
1059.0,-1308.0,7037.0,-19.622,-35.012,-4.716,624.713,2301.034,-144.62,-90.06,-0.01,0.45,1500,1444.276,0,3200.436,-72995.36,10.183,0,0.231,20.283,-5.548,6.038,-3.917,3.52,-131.276,11470.16,-2621.744,-749.55,-537.655,271.785
1136.0,-1276.0,6912.0,-13.601,-48.091,-3.014,624.797,2301.268,-144.607,-90.06,-0.01,0.34,1500,1460.2,0,3200.779,-70497.87,26.092064479474438,0,8.349732329105178,32.60734586448215,9.100663418445487,16.25783077798062,5.894316799110897,-4.1719564451260345,-348.322,10834.42,-2353.613,-839.292,-513.633,284.635
1223.0,-1199.0,6910.0,-5.775,-40.634,-6.387,624.865,2301.516,-144.591,-90.07,-0.01,0.22,1500,1472.883,0,3200.397,-71306.06,9.948,0,0.952,19.837,-4.776,7.033,-3.7,3.683,-540.5,11217.85,-2256.725,-873.034,-507.873,284.415
1316.0,-1146.0,6914.0,-9.835,-41.111,-6.337,624.916,2301.772,-144.579,-90.07,-0.01,0.1,1500,1478.513,0,3200.626,-71661.54,9.997,0,1.085,19.924,-4.332,7.737,-3.284,3.566,-615.95,11267.4,-2047.177,-960.468,-450.795,275.393
1355.0,-1058.0,6864.0,-28.835,-65.117,-3.976,624.942,2302.03,-144.574,-90.07,-0.02,-0.03,1500,1475.237,0,3199.825,-71491.4,9.974,0,0.874,19.141,-3.736,8.513,-3.329,3.417,-496.177,10824.48,-1765.104,-1056.781,-457.013,263.831
1460.0,-1010.0,6856.0,8.657,-38.688,-5.294,624.949,2302.292,-144.567,-90.07,-0.02,-0.15,1500,1463.389,0,3199.158,-73077.39,10.195,0,1.904,18.403,-3.519,8.608,-3.219,3.576,-1080.83,10406.84,-1662.583,-1068.561,-441.828,276.13
1540.0,-935.0,6771.0,11.216,-40.346,-6.616,624.936,2302.556,-144.551,-90.07,-0.02,-0.28,1500,1443.475,0,3200.378,-71424.55,9.964,0,2.0,18.545,-2.369,9.179,-3.086,3.481,-1135.472,10487.23,-1119.561,-1139.479,-423.565,268.802
1549.0,-771.0,6714.0,-17.408,-69.434,-6.766,624.9,2302.813,-144.537,-90.08,-0.02,-0.4,1500,1417.33,0,3199.825,-72430.23,10.105,0,2.481,18.199,-1.568,9.987,-2.828,3.37,-1408.514,10291.56,-740.741,-1239.818,-388.154,260.222
1650.0,-684.0,6649.0,16.584,-48.122,-6.232,624.843,2303.08,-144.524,-90.08,-0.02,-0.53,1500,1387.433,0,3200.226,-72053.48,10.052,0,2.537,16.983,-0.682,10.181,-2.568,3.613,-1439.81,9604.251,-322.067,-1263.851,-352.546,278.965
1699.0,-578.0,6522.0,21.968,-54.978,-5.086,624.766,2303.338,-144.511,-90.08,-0.02,-0.65,1500,1354.278,0,3200.569,-70203.16,9.794,0,2.493,17.143,0.582,10.718,-2.27,3.561,-1415.28,9694.757,274.891,-1330.507,-311.57,274.951
1716.0,-415.0,6499.0,19.342,-56.587,-5.843,624.668,2303.583,-144.507,-90.08,-0.02,-0.78,1500,1318.321,0,3200.264,-71287.83,9.945,0,2.851,17.012,1.254,11.258,-2.186,3.26,-1618.116,9620.262,592.593,-1397.518,-300.05,251.753
1763.0,-296.0,6490.0,32.923,-53.12,-6.483,624.56,2303.815,-144.515,-90.09,-0.02,-0.9,1500,1279.966,0,3200.321,-70057.31,9.774,0,2.734,17.618,1.169,11.314,-1.537,3.107,-1551.632,9963.241,552.598,-1404.562,-210.964,239.933
1745.0,-172.0,6355.0,26.032,-74.117,-5.866,624.448,2304.018,-144.538,-90.09,-0.02,-1.02,1500,1239.497,0,3200.588,-70333.8,9.812,0,3.132,16.866,0.522,12.206,-0.491,3.408,-1777.982,9537.678,246.444,-1515.319,-67.42,263.168
1784.0,-71.0,6282.0,53.753,-46.637,-5.903,624.334,2304.223,-144.557,-90.09,-0.02,-1.14,1500,1197.183,0,3200.035,-68131.02,9.505,0,3.132,16.501,0.38,12.65,0.747,3.464,-1777.813,9331.216,179.411,-1570.372,102.504,267.513
1805.0,35.0,6236.0,52.555,-37.638,-5.413,624.209,2304.429,-144.564,-90.09,-0.02,-1.25,1500,1153.342,0,3200.874,-67383.6,9.401,0,3.331,17.45,0.871,12.273,1.696,3.296,-1890.988,9868.354,411.632,-1523.548,232.827,254.478
1729.0,163.0,6255.0,31.004,-74.043,-6.704,624.06,2304.628,-144.57,-90.1,-0.02,-1.37,1500,1108.81,0,3200.798,-67496.02,9.416,0,3.62,16.647,1.018,12.56,1.965,3.416,-2055.083,9413.801,481.2,-1559.184,269.678,263.757
1766.0,256.0,6145.0,51.302,-48.091,-8.176,623.898,2304.817,-144.569,-90.1,-0.02,-1.49,1500,1064.364,0,3199.463,-67088.89,9.359,0,3.778,16.045,2.286,12.719,2.257,3.664,-2144.236,9073.519,1080.271,-1578.956,309.803,282.905
1792.0,348.0,5999.0,62.361,-31.971,-6.01,623.717,2304.999,-144.566,-90.1,-0.02,-1.6,1500,1024.147,0,3199.501,-69923.63,9.755,0,3.486,15.418,3.017,12.774,2.286,3.538,-1978.618,8718.91,1425.574,-1585.823,313.73,273.221
1682.0,484.0,5980.0,43.257,-55.5,-6.531,623.535,2305.166,-144.563,-90.1,-0.02,-1.71,1500,989.961,0,3198.891,-69367.62,9.677,0,3.722,15.127,4.473,13.177,2.425,3.107,-2112.601,8554.415,2113.787,-1635.785,332.909,239.933
1699.0,578.0,5987.0,64.523,-37.486,-7.942,623.349,2305.324,-144.568,-90.11,-0.02,-1.82,1500,961.368,0,3199.005,-70683.2,9.861,0,3.89,14.638,5.6,12.671,2.913,3.032,-2207.844,8277.673,2646.107,-1572.977,399.87,234.152
1628.0,668.0,5945.0,61.851,-54.397,-6.73,623.168,2305.477,-144.577,-90.11,-0.02,-1.93,1500,937.764,0,3200.092,-72257.05,10.08,0,3.958,14.496,6.497,12.33,3.322,3.089,-2246.415,8197.447,3069.85,-1530.711,455.966,238.497
1553.0,781.0,5940.0,57.181,-43.73,-5.1,622.991,2305.623,-144.592,-90.11,-0.02,-2.02,1500,918.488,0,3199.406,-69407.12,9.683,0,3.898,14.182,7.195,12.163,3.742,2.942,-2212.581,8019.975,3399.522,-1509.932,513.698,227.193
1550.0,878.0,5874.0,63.103,-25.772,-5.495,622.823,2305.758,-144.612,-90.11,-0.01,-2.12,1500,902.944,0,3200.626,-70807.77,9.878,0,3.665,13.807,7.588,11.885,4.381,2.65,-2080.459,7808.12,3585.693,-1475.362,601.344,204.621
1422.0,935.0,5936.0,64.831,-59.057,-5.856,622.664,2305.872,-144.633,-90.11,-0.01,-2.2,1500,890.658,0,3200.15,-68729.57,9.588,0,3.87,13.766,7.639,12.327,5.085,2.66,-2196.679,7785.03,3609.352,-1530.296,698.022,205.394
1411.0,1003.0,5949.0,69.767,-37.759,-6.246,622.503,2305.984,-144.657,-90.12,-0.01,-2.29,1500,881.172,0,3200.798,-66842.78,9.325,0,4.008,13.627,8.36,11.538,5.616,2.845,-2274.836,7705.985,3950.149,-1432.326,770.94,219.681
1401.0,1074.0,5956.0,60.717,-9.419,-6.129,622.341,2306.093,-144.677,-90.12,-0.01,-2.36,1500,874.086,0,3201.561,-67019.01,9.35,0,4.111,13.923,8.91,11.4,5.84,3.014,-2333.538,7873.345,4210.253,-1415.218,801.573,232.753
1264.0,1123.0,6048.0,55.153,-47.955,-5.807,622.177,2306.196,-144.697,-90.12,-0.01,-2.43,1500,873.656,0,3201.408,-63613.06,8.875,0,3.744,13.864,9.028,11.248,6.38,2.898,-2125.289,7840.312,4265.738,-1396.393,875.8,223.768
